Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
8,2025-03-31 00:00:00,22h00,Sintético,EGI,2.0,3.0,Eng. Mecânica,1.0,,,919,982,1.0440126386761064,1.0440126386761064,1.0413797439924106,108.72136143893647,108.72136143893647,-0.3588747385866579,0.35887473858665786,-39,39,880,1021,False,0,0,880,1021
7,2025-03-31 00:00:00,23h00,Sintético,Eng. Mecânica B,3.0,0.0,Psicologia,2.0,A,,950,750,1.0730485939541088,1.0730485939541088,1.1962311988513155,128.3614205971442,128.3614205971442,0.1368068886032101,-0.13680688860321,18,-18,968,732,False,0,0,968,732
7,2025-04-01 00:00:00,21h00,Sintético,ECT,5.0,0.0,Design,2.0,B,,979,618,1.1547005383792515,1.0563009905346672,1.2589254117941673,145.36818507780458,132.98041594874428,0.03472567950412997,-0.03472567950413002,5,-5,984,613,False,0,0,984,613
9,2025-04-03 00:00:00,21h00,Sintético,Eng. Informática,0.0,7.0,EGI,1.0,,,436,880,1.0,1.0,1.3020054543174677,130.20054543174678,130.20054543174678,-0.016473506929516712,0.016473506929516657,-2,2,434,882,False,0,0,434,882
9,2025-04-03 00:00:00,22h00,Sintético,Eng. Mecânica,6.0,1.0,Eng.Cívil,1.0,,,1021,546,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,0.01243273525444244,-0.012432735254442407,1,-1,1022,545,False,0,0,1022,545
9,2025-04-03 00:00:00,23h00,Sintético,Biotecnologia,3.0,3.0,Fisioterapia,1.0,,,898,765,1.0,1.0,1.0,100.0,100.0,-0.27293791909752774,0.2729379190975278,-27,27,871,792,False,0,0,871,792
9,2025-04-07 00:00:00,21h00,Sintético,Eng. Física,7.0,1.0,Gestao,1.0,,,600,688,1.0,1.0,1.214814044039067,121.4814044039067,121.4814044039067,0.6922181614910834,-0.6922181614910834,84,-84,684,604,False,0,0,684,604
7,2025-04-07 00:00:00,22h00,Sintético,Eng. Materiais,4.0,6.0,Contabilidade,2.0,B,,913,948,1.0563009905346672,1.0563009905346672,1.0413797439924106,110.00104551019216,110.00104551019216,-0.42010023964211857,0.4201002396421185,-46,46,867,994,False,0,0,867,994
9,2025-04-08 00:00:00,21h00,Sintético,GPT,0.0,1.0,Finanças,1.0,,,934,868,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.6474576124292521,0.647457612429252,-69,69,865,937,False,0,0,865,937
9,2025-04-08 00:00:00,22h00,Sintético,Economia,1.0,3.0,EET,1.0,,,678,686,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,-0.4815876487773741,0.48158764877737414,-54,54,624,740,False,0,0,624,740
7,2025-04-08 00:00:00,23h00,Sintético,Música,1.0,3.0,Biologia e Geologia,2.0,B,,529,659,1.0563009905346672,1.1547005383792515,1.1161231740339044,117.896201429071,128.87880299545083,-0.23194799683241596,0.23194799683241607,-27,30,502,689,False,0,0,502,689
8,2025-04-09 00:00:00,20h30,Sintético,CBM,0.0,3.0,Eng. Mecânica B,2.0,A,,782,968,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.1527590469188147,0.1527590469188147,-18,18,764,986,False,0,0,764,986
7,2025-04-09 00:00:00,20h30,Sintético,TI,0.0,3.0,Geologia,2.0,B,,819,690,1.0563009905346672,1.0563009905346672,1.1962311988513155,126.3580200255117,126.3580200255117,-0.7664071490419864,0.7664071490419864,-97,97,722,787,False,0,0,722,787
8,2025-04-09 00:00:00,21h30,Sintético,Eng. Computacional,2.0,3.0,AP,2.0,A,,714,928,1.0,1.0,1.0413797439924106,104.13797439924106,104.13797439924106,-0.12228013947680864,0.12228013947680871,-13,13,701,941,False,0,0,701,941
8,2025-04-09 00:00:00,22h30,Sintético,LRE,0.0,3.0,Eng. Química,2.0,A,,483,838,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.036626441176046944,0.03662644117604685,-4,4,479,842,False,0,0,479,842
8,2025-04-10 00:00:00,21h00,Sintético,Psicologia,0.0,3.0,Matemática,2.0,A,,732,573,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.8122114503474263,0.8122114503474263,-97,97,635,670,False,0,0,635,670
8,2025-04-10 00:00:00,22h00,Sintético,MTC,1.0,4.0,Eng. Biomédica,2.0,A,,687,795,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.26998143653285794,0.2699814365328579,-31,31,656,826,False,0,0,656,826
10,2025-04-14 00:00:00,21h00,Sintético,GPT,9.0,0.0,Gestao,1.0,,,865,604,1.0,1.0,1.335141362540313,133.5141362540313,133.5141362540313,0.08287587343119274,-0.0828758734311928,11,-11,876,593,False,0,0,876,593
10,2025-04-14 00:00:00,22h00,Sintético,EGI,7.0,2.0,Eng. Física,1.0,,,882,684,1.0,1.0,1.1334615816706974,113.34615816706975,113.34615816706975,0.13899678995854903,-0.1389967899585489,16,-16,898,668,False,0,0,898,668
10,2025-04-15 00:00:00,21h00,Sintético,Eng.Cívil,4.0,4.0,Eng. Informática,1.0,,,545,434,1.0,1.0,1.0,100.0,100.0,-0.23542966644323637,0.23542966644323637,-24,24,521,458,False,0,0,521,458
10,2025-04-15 00:00:00,22h00,Sintético,Fisioterapia,9.0,5.0,Economia,1.0,,,792,624,1.0,1.0,1.0605404816140187,106.05404816140187,106.05404816140187,0.17547119454304327,-0.1754711945430433,19,-19,811,605,False,0,0,811,605
10,2025-04-15 00:00:00,23h00,Sintético,Finanças,4.0,0.0,Biotecnologia,1.0,,,937,871,1.0,1.0,1.2311444133449163,123.11444133449163,123.11444133449163,0.35254238757074785,-0.35254238757074796,43,-43,980,828,False,0,0,980,828
8,2025-05-05 00:00:00,21h00,Sintético,Design,2.0,3.0,Biologia,2.0,B,,613,629,1.0,1.0563009905346672,1.0413797439924106,104.13797439924106,110.00104551019216,-0.463225166388183,0.463225166388183,-48,51,565,680,False,0,0,565,680
8,2025-05-05 00:00:00,22h00,Sintético,Geologia,0.0,1.0,ECT,2.0,B,,787,984,1.0,1.0563009905346672,1.0717734625362931,107.17734625362931,113.21153701058564,-0.1401027223029501,0.14010272230295007,-15,16,772,1000,False,0,0,772,1000
8,2025-05-05 00:00:00,23h00,Sintético,Contabilidade,4.0,1.0,TI,2.0,B,,994,722,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,0.07549356564979659,-0.07549356564979659,9,-9,1003,713,False,0,0,1003,713
8,2025-05-06 00:00:00,21h00,Sintético,Biologia e Geologia,1.0,6.0,Eng. Materiais,2.0,B,,689,867,1.0563009905346672,1.0,1.1962311988513155,126.3580200255117,119.62311988513154,-0.1625411964814834,0.16254119648148346,-21,19,668,886,False,0,0,668,886
11,2025-05-06 00:00:00,22h00,Sintético,Eng. Informática,0.0,1.0,EET,1.0,,,458,740,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.0693113588793653,0.06931135887936535,-7,7,451,747,False,0,0,451,747
11,2025-05-06 00:00:00,23h00,Sintético,Eng. Mecânica,4.0,1.0,Fisioterapia,1.0,,,1022,811,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,0.12527679844770145,-0.12527679844770148,14,-14,1036,797,False,0,0,1036,797
9,2025-05-08 00:00:00,21h00,Sintético,Eng. Mecânica B,1.0,1.0,Eng. Computacional,2.0,A,,986,701,1.0,1.0,1.0,100.0,100.0,-0.43244997100342386,0.4324499710034238,-43,43,943,744,False,0,0,943,744
9,2025-05-08 00:00:00,22h00,Sintético,Matemática,1.0,4.0,CBM,2.0,A,,670,764,1.0,1.0,1.148698354997035,114.86983549970351,114.86983549970351,-0.2961348228285596,0.29613482282855963,-34,34,636,798,False,0,0,636,798
9,2025-05-08 00:00:00,23h00,Sintético,Eng. Biomédica,3.0,0.0,Psicologia,2.0,A,,826,635,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,0.14689369395084373,-0.1468936939508437,18,-18,844,617,False,0,0,844,617
11,2025-05-13 00:00:00,22h00,Sintético,Economia,1.0,8.0,Finanças,1.0,,,605,980,1.0,1.0,1.2311444133449163,123.11444133449163,123.11444133449163,-0.030653430031715508,0.03065343003171561,-4,4,601,984,False,0,0,601,984
11,2025-05-13 00:00:00,23h00,Sintético,Biotecnologia,1.0,2.0,GPT,1.0,,,828,876,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.39124156742750416,0.39124156742750416,-42,42,786,918,False,0,0,786,918
9,2025-05-14 00:00:00,20h30,Sintético,AP,5.0,4.0,LRE,2.0,A,,941,479,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,0.01399202039898284,-0.013992020398982879,1,-1,942,478,False,0,0,942,478
9,2025-05-14 00:00:00,21h30,Sintético,Biologia,2.0,3.0,Geologia,2.0,B,,680,772,1.0,1.0,1.0413797439924106,104.13797439924106,104.13797439924106,-0.2999887748147414,0.2999887748147414,-31,31,649,803,False,0,0,649,803
9,2025-05-14 00:00:00,22h30,Sintético,ECT,2.0,1.0,Contabilidade,2.0,B,,1000,1003,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.5069073158219576,-0.5069073158219576,54,-54,1054,949,False,0,0,1054,949
11,2025-05-15 00:00:00,21h00,Sintético,Gestao,0.0,5.0,EGI,1.0,,,593,898,1.0,1.0,1.2589254117941673,125.89254117941672,125.89254117941672,-0.05683152084009725,0.05683152084009724,-7,7,586,905,False,0,0,586,905
10,2025-05-15 00:00:00,22h00,Sintético,EET,2.0,2.0,Eng. Mecânica,1.0,,,747,1036,1.0,1.0,1.0,100.0,100.0,0.43473385343441684,-0.43473385343441673,43,-43,790,993,False,0,0,790,993
11,2025-05-19 00:00:00,21h00,Sintético,Eng. Física,1.0,3.0,Eng.Cívil,1.0,,,668,521,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,-0.7947697669965003,0.7947697669965004,-89,89,579,610,False,0,0,579,610
9,2025-05-19 00:00:00,22h00,Sintético,TI,5.0,1.0,Biologia e Geologia,2.0,B,,713,668,1.0,1.0,1.174618943088019,117.4618943088019,117.4618943088019,0.3978419068252831,-0.39784190682528303,47,-47,760,621,False,0,0,760,621
9,2025-05-19 00:00:00,23h00,Sintético,Eng. Materiais,2.0,4.0,Música,2.0,B,,886,502,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,-0.9717160933323667,0.9717160933323667,-104,104,782,606,False,0,0,782,606
E1,2025-05-20 00:00:00,20h00,,Eng. Mecânica,1.0,1.0,ECT,,,,993,1054,1.5,1.5,1.0,150.0,150.0,0.13687603752914757,-0.13687603752914757,21,-21,1014,1033,False,0,0,1014,1033
E1,2025-05-20 00:00:00,21h00,,GPT,1.0,0.0,Biotecnologia,,,,918,786,1.5,1.5,1.0717734625362931,160.76601938044396,160.76601938044396,0.22868260299319765,-0.22868260299319768,37,-37,955,749,False,0,0,955,749
E1,2025-05-20 00:00:00,22h00,,EGI,5.0,1.0,AP,,,,905,942,1.5,1.5,1.174618943088019,176.19284146320285,176.19284146320285,0.5843806117829594,-0.5843806117829594,103,-103,1008,839,False,0,0,1008,839
E1,2025-05-20 00:00:00,23h00,,Finanças,3.0,0.0,Fisioterapia,,,,984,797,1.5,1.5,1.1962311988513155,179.43467982769732,179.43467982769732,0.15157081899986447,-0.15157081899986438,27,-27,1011,770,False,0,0,1011,770
E2,2025-05-21 00:00:00,20h00,,ECT,0.0,2.0,GPT,,,,1033,955,1.5,1.5,1.148698354997035,172.30475324955526,172.30475324955526,-0.6722560318360679,0.6722560318360679,-116,116,917,1071,False,0,0,917,1071
E2,2025-05-21 00:00:00,21h00,,EGI,3.0,1.0,Finanças,,,,1008,1011,1.5,1.5,1.1161231740339044,167.41847610508566,167.41847610508566,0.5069073158219576,-0.5069073158219576,85,-85,1093,926,False,0,0,1093,926
E3L,2025-05-21 00:00:00,22h00,,ECT,0.0,3.0,Finanças,,,,917,926,0.75,0.75,1.1962311988513155,89.71733991384866,89.71733991384866,-0.47928859226066334,0.47928859226066334,-43,43,874,969,False,0,0,874,969
E3,2025-05-21 00:00:00,23h00,,EGI,4.0,0.0,GPT,,,,1093,1071,1.5,1.5,1.2311444133449163,184.67166200173745,184.67166200173745,0.44951574133568395,-0.449515741335684,83,-83,1176,988,False,0,0,1176,988
