Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
8,2025-03-19 00:00:00,22h00,PAH,Matemática,6,3,Eng. Química,2.0,A,902,885,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.46093582885492534,-0.4609358288549254,49,-49,951,836,False,0,0,951,836
7,2025-03-19 00:00:00,22h20,PAH,Fisioterapia,5,9,EGI,1.0,,642,521,1.0730485939541088,1.0730485939541088,1.0605404816140187,113.80114726273361,113.80114726273361,-0.7529580182879438,0.7529580182879438,-86,86,556,607,False,0,0,556,607
7,2025-03-19 00:00:00,22h40,PAH,Eng. Aeroespacial,6,17,Biologia,1.0,,666,736,1.0730485939541088,1.0730485939541088,1.1097617886603237,119.08283269459571,119.08283269459571,-0.344179494087605,0.34417949408760495,-41,41,625,777,False,0,0,625,777
7,2025-03-19 00:00:00,22h40,PAH,Economia,14,19,EET,1.0,,775,891,1.0730485939541088,1.0730485939541088,1.031009237719209,110.63230128882947,110.63230128882947,-0.25570757735972055,0.2557075773597206,-28,28,747,919,False,0,0,747,919
8,2025-03-19 00:00:00,23h00,PAH,MTC,15,14,Fisioterapia,1.0,,721,556,1.0730485939541088,1.0,1.0069231420593452,108.04774618066337,100.69231420593452,0.179504792713577,-0.17950479271357694,19,-18,740,538,False,0,0,740,538
7,2025-03-19 00:00:00,23h00,PAH,ECT,12,11,Eng. Mecânica,1.0,,703,993,1.0730485939541088,1.0730485939541088,1.0087391026304013,108.24260757440815,108.24260757440815,0.9352934990460782,-0.9352934990460783,101,-101,804,892,False,0,0,804,892
8,2025-03-19 00:00:00,23h20,PAH,EGI,13,4,Eng. Mecânica,1.0,,607,892,1.0,1.0,1.125092775800282,112.5092775800282,112.5092775800282,0.9324499710034237,-0.9324499710034239,105,-105,712,787,False,0,0,712,787
8,2025-03-19 00:00:00,23h40,PAH,Eng. Aeroespacial,14,11,ECT,1.0,,625,804,1.0,1.0,1.0244093531614127,102.44093531614126,102.44093531614126,0.8387086359281125,-0.8387086359281126,86,-86,711,718,False,0,0,711,718
8,2025-03-19 00:00:00,23h40,PAH,Biologia,22,0,Economia,1.0,,777,747,1.0,1.0,1.4599744906233632,145.99744906233633,145.99744906233633,0.4313586081163323,-0.43135860811633236,63,-63,840,684,False,0,0,840,684
9,2025-05-07 00:00:00,21h00,PAH,Eng. Informática,16,14,LRE,2.0,B,932,945,1.0,1.0,1.0134426905796656,101.34426905796656,101.34426905796656,0.5298978958926077,-0.5298978958926076,54,-54,986,891,False,0,0,986,891
9,2025-05-07 00:00:00,21h00,PAH,Eng. Compotacional,4,14,Eng. Civil,2.0,B,772,729,1.0,1.0,1.1334615816706974,113.34615816706975,113.34615816706975,-0.5977369715492628,0.5977369715492629,-68,68,704,797,False,0,0,704,797
9,2025-05-07 00:00:00,21h20,PAH,Psicologia,8,10,Biotecnologia,2.0,B,812,904,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,-0.2999887748147414,0.2999887748147414,-31,31,781,935,False,0,0,781,935
9,2025-05-07 00:00:00,21h20,PAH,Design,21,0,AP,2.0,B,770,660,1.0,1.0,1.4531984602822678,145.31984602822678,145.31984602822678,0.26636629758619257,-0.2663662975861926,39,-39,809,621,False,0,0,809,621
9,2025-05-07 00:00:00,21h20,PAH,Gestao,8,10,Matemática,2.0,A,524,951,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,-0.01921211131588073,0.019212111315880853,-2,2,522,953,False,0,0,522,953
9,2025-05-07 00:00:00,21h20,PAH,Eng. Química,1,6,Finanças,2.0,A,836,659,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.8362011777069337,0.8362011777069337,-100,100,736,759,False,0,0,736,759
9,2025-05-07 00:00:00,21h40,PAH,Educaçao Básica,5,7,Bioquímica,2.0,B,495,481,1.0,1.0,1.0342196941293802,103.42196941293803,103.42196941293803,-0.5321916001765518,0.5321916001765518,-55,55,440,536,False,0,0,440,536
9,2025-05-07 00:00:00,21h40,PAH,DPT,9,0,Biologia e Geologia,2.0,A,571,703,1.0,1.0,1.335141362540313,133.5141362540313,133.5141362540313,0.7713173970068024,-0.7713173970068024,103,-103,674,600,False,0,0,674,600
9,2025-05-07 00:00:00,22h00,PAH,TI,15,5,Eng. Física,2.0,A,1020,809,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.12527679844770145,-0.12527679844770148,14,-14,1034,795,False,0,0,1034,795
9,2025-05-07 00:00:00,22h00,PAH,GPT,8,3,Eng. Biomédica,2.0,A,700,727,1.0,1.0,1.10305425242207,110.305425242207,110.305425242207,0.5618513778857277,-0.5618513778857278,62,-62,762,665,False,0,0,762,665
9,2025-05-07 00:00:00,22h40,PAH,ECT,6,10,EGI,1.0,,718,712,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,-0.513811995706751,0.513811995706751,-54,54,664,766,False,0,0,664,766
7,2025-05-07 00:00:00,22h40,PAH,Eng. Materiais,9,11,MTC,1.0,,852,740,1.0730485939541088,1.0,1.0202697667623288,109.47990386782034,102.02697667623288,-0.7372178586884377,0.7372178586884377,-81,75,771,815,False,0,0,771,815
9,2025-05-07 00:00:00,23h00,PAH,Fisioterapia,10,19,EET,1.0,,538,919,1.0,1.0,1.0662900584785258,106.62900584785258,106.62900584785258,-0.02905329489710629,0.029053294897106396,-3,3,535,922,False,0,0,535,922
9,2025-05-07 00:00:00,23h00,PAH,Eng. Mecânica,13,9,MTC,1.0,,787,815,1.0,1.0,1.037456949716378,103.74569497163779,103.74569497163779,0.5641174210445887,-0.5641174210445886,59,-59,846,756,False,0,0,846,756
9,2025-05-07 00:00:00,23h20,PAH,Eng. Materiais,19,16,Biologia,1.0,,771,840,1.0,1.0,1.017333537754854,101.7333537754854,101.7333537754854,0.6537385749742919,-0.6537385749742918,67,-67,838,773,False,0,0,838,773
9,2025-05-07 00:00:00,23h20,PAH,Economia,1,14,Eng. Aeroespacial,1.0,,684,711,1.0,1.0,1.3020054543174677,130.20054543174678,130.20054543174678,-0.43814862211427225,0.4381486221142722,-57,57,627,768,False,0,0,627,768
8,2025-05-07 00:00:00,23h40,PAH,EET,13,15,Eng. Materiais,1.0,,922,838,1.0,1.0,1.0144129637732298,101.44129637732297,101.44129637732297,-0.6843139488696278,0.6843139488696278,-69,69,853,907,False,0,0,853,907
E1,2025-05-08 00:00:00,23h00,,Eng. Mecânica,18,14,Eng. Informática,,,846,986,1.5,1.5,1.0254498997012387,153.8174849551858,153.8174849551858,0.784053683887815,-0.784053683887815,121,-121,967,865,False,0,0,967,865
E1,2025-05-08 00:00:00,23h20,,MTC,0,21,Biologia,,,756,773,1.5,1.5,1.4531984602822678,217.97976904234017,217.97976904234017,-0.4609358288549254,0.46093582885492534,-100,100,656,873,False,0,0,656,873
E1,2025-05-08 00:00:00,23h20,,EGI,10,8,EET,,,766,853,1.5,1.5,1.0225651825635729,153.38477738453594,153.38477738453594,0.6902524121551514,-0.6902524121551514,106,-106,872,747,False,0,0,872,747
E1,2025-05-08 00:00:00,23h40,,Eng. Materiais,13,9,TI,,,907,1034,1.5,1.5,1.037456949716378,155.6185424574567,155.6185424574567,0.7630931762910347,-0.7630931762910347,119,-119,1026,915,False,0,0,1026,915
E2,2025-05-09 00:00:00,23h00,,Eng. Mecânica,14,7,Biologia,,,967,873,1.5,1.5,1.0717734625362931,160.76601938044396,160.76601938044396,0.29613482282855963,-0.2961348228285596,48,-48,1015,825,False,0,0,1015,825
E2,2025-05-09 00:00:00,23h20,,EGI,8,18,Eng. Materiais,,,872,1026,1.5,1.5,1.0844717711976986,162.67076567965478,162.67076567965478,-0.19491372555580183,0.1949137255558019,-32,32,840,1058,False,0,0,840,1058
E3L,2025-05-09 00:00:00,23h20,,Biologia,5,12,EGI,,,825,840,0.75,0.75,1.091493425617897,81.86200692134227,81.86200692134227,-0.46551605527316847,0.4655160552731685,-38,38,787,878,False,0,0,787,878
E3,2025-05-09 00:00:00,23h40,,Eng. Mecânica,13,15,Eng. Materiais,,,1015,1058,1.5,1.5,1.0144129637732298,152.16194456598447,152.16194456598447,-0.4022630284507372,0.40226302845073725,-61,61,954,1119,False,0,0,954,1119
