Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Divisao,Grupo,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
8,2025-03-19 00:00:00,22h00,PAH,Finanças,4,3,DPT,2.0,A,351,379,1.0,1.0,1.0291860089647606,102.91860089647606,102.91860089647606,0.5641174210445887,-0.5641174210445886,58,-58,409,321,False,0,0,409,321
8,2025-03-19 00:00:00,22h00,PAH,Matemática,6,3,Eng. Química,2.0,A,652,635,1.0,1.0,1.0717734625362931,107.17734625362931,107.17734625362931,0.46093582885492534,-0.4609358288549254,49,-49,701,586,False,0,0,701,586
7,2025-03-19 00:00:00,22h20,PAH,Fisioterapia,5,9,EGI,1.0,,892,771,1.0730485939541088,1.0730485939541088,1.0605404816140187,113.80114726273361,113.80114726273361,-0.7529580182879438,0.7529580182879438,-86,86,806,857,False,0,0,806,857
7,2025-03-19 00:00:00,22h40,PAH,Eng. Aeroespacial,6,17,Biologia,1.0,,916,986,1.0730485939541088,1.0730485939541088,1.1097617886603237,119.08283269459571,119.08283269459571,-0.344179494087605,0.34417949408760495,-41,41,875,1027,False,0,0,875,1027
7,2025-03-19 00:00:00,22h40,PAH,Economia,14,19,EET,1.0,,1025,1141,1.0730485939541088,1.0730485939541088,1.031009237719209,110.63230128882947,110.63230128882947,-0.25570757735972055,0.2557075773597206,-28,28,997,1169,False,0,0,997,1169
8,2025-03-19 00:00:00,23h00,PAH,MTC,15,14,Fisioterapia,1.0,,971,806,1.0730485939541088,1.0,1.0069231420593452,108.04774618066337,100.69231420593452,0.179504792713577,-0.17950479271357694,19,-18,990,788,False,0,0,990,788
7,2025-03-19 00:00:00,23h00,PAH,ECT,12,11,Eng. Mecânica,1.0,,953,1243,1.0730485939541088,1.0730485939541088,1.0087391026304013,108.24260757440815,108.24260757440815,0.9352934990460782,-0.9352934990460783,101,-101,1054,1142,False,0,0,1054,1142
8,2025-03-19 00:00:00,23h20,PAH,EGI,13,4,Eng. Mecânica,1.0,,857,1142,1.0,1.0,1.125092775800282,112.5092775800282,112.5092775800282,0.9324499710034237,-0.9324499710034239,105,-105,962,1037,False,0,0,962,1037
8,2025-03-19 00:00:00,23h40,PAH,Eng. Aeroespacial,14,11,ECT,1.0,,875,1054,1.0,1.0,1.0244093531614127,102.44093531614126,102.44093531614126,0.8387086359281125,-0.8387086359281126,86,-86,961,968,False,0,0,961,968
8,2025-03-19 00:00:00,23h40,PAH,Biologia,22,0,Economia,1.0,,1027,997,1.0,1.0,1.4599744906233632,145.99744906233633,145.99744906233633,0.4313586081163323,-0.43135860811633236,63,-63,1090,934,False,0,0,1090,934
9,2025-05-07 00:00:00,21h00,PAH,Eng. Informática,16,14,LRE,2.0,B,682,695,1.0,1.0,1.0134426905796656,101.34426905796656,101.34426905796656,0.5298978958926077,-0.5298978958926076,54,-54,736,641,False,0,0,736,641
9,2025-05-07 00:00:00,21h00,PAH,Eng. Compotacional,4,14,Eng. Civil,2.0,B,522,479,1.0,1.0,1.1334615816706974,113.34615816706975,113.34615816706975,-0.5977369715492628,0.5977369715492629,-68,68,454,547,False,0,0,454,547
9,2025-05-07 00:00:00,21h20,PAH,Psicologia,8,10,Biotecnologia,2.0,B,562,654,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,-0.2999887748147414,0.2999887748147414,-31,31,531,685,False,0,0,531,685
9,2025-05-07 00:00:00,21h20,PAH,Design,21,0,AP,2.0,B,520,410,1.0,1.0,1.4531984602822678,145.31984602822678,145.31984602822678,0.26636629758619257,-0.2663662975861926,39,-39,559,371,False,0,0,559,371
9,2025-05-07 00:00:00,21h20,PAH,Gestao,8,10,Matemática,2.0,A,274,701,1.0,1.0,1.0225651825635729,102.25651825635728,102.25651825635728,-0.01921211131588073,0.019212111315880853,-2,2,272,703,False,0,0,272,703
9,2025-05-07 00:00:00,21h20,PAH,Eng. Química,1,6,Finanças,2.0,A,586,409,1.0,1.0,1.1962311988513155,119.62311988513154,119.62311988513154,-0.8362011777069337,0.8362011777069337,-100,100,486,509,False,0,0,486,509
9,2025-05-07 00:00:00,21h40,PAH,Educaçao Básica,5,7,Bioquímica,2.0,B,245,231,1.0,1.0,1.0342196941293802,103.42196941293803,103.42196941293803,-0.5321916001765518,0.5321916001765518,-55,55,190,286,False,0,0,190,286
9,2025-05-07 00:00:00,21h40,PAH,DPT,9,0,Biologia e Geologia,2.0,A,321,453,1.0,1.0,1.335141362540313,133.5141362540313,133.5141362540313,0.7713173970068024,-0.7713173970068024,103,-103,424,350,False,0,0,424,350
9,2025-05-07 00:00:00,22h00,PAH,TI,15,5,Eng. Física,2.0,A,770,559,1.0,1.0,1.1161231740339044,111.61231740339043,111.61231740339043,0.12527679844770145,-0.12527679844770148,14,-14,784,545,False,0,0,784,545
9,2025-05-07 00:00:00,22h00,PAH,GPT,8,3,Eng. Biomédica,2.0,A,450,477,1.0,1.0,1.10305425242207,110.305425242207,110.305425242207,0.5618513778857277,-0.5618513778857278,62,-62,512,415,False,0,0,512,415
9,2025-05-07 00:00:00,22h40,PAH,ECT,6,10,EGI,1.0,,968,962,1.0,1.0,1.0524097791489255,105.24097791489255,105.24097791489255,-0.513811995706751,0.513811995706751,-54,54,914,1016,False,0,0,914,1016
7,2025-05-07 00:00:00,22h40,PAH,Eng. Materiais,9,11,MTC,1.0,,1102,990,1.0730485939541088,1.0,1.0202697667623288,109.47990386782034,102.02697667623288,-0.7372178586884377,0.7372178586884377,-81,75,1021,1065,False,0,0,1021,1065
9,2025-05-07 00:00:00,23h00,PAH,Fisioterapia,10,19,EET,1.0,,788,1169,1.0,1.0,1.0662900584785258,106.62900584785258,106.62900584785258,-0.02905329489710629,0.029053294897106396,-3,3,785,1172,False,0,0,785,1172
9,2025-05-07 00:00:00,23h00,PAH,Eng. Mecânica,13,9,MTC,1.0,,1037,1065,1.0,1.0,1.037456949716378,103.74569497163779,103.74569497163779,0.5641174210445887,-0.5641174210445886,59,-59,1096,1006,False,0,0,1096,1006
9,2025-05-07 00:00:00,23h20,PAH,Eng. Materiais,19,16,Biologia,1.0,,1021,1090,1.0,1.0,1.017333537754854,101.7333537754854,101.7333537754854,0.6537385749742919,-0.6537385749742918,67,-67,1088,1023,False,0,0,1088,1023
9,2025-05-07 00:00:00,23h20,PAH,Economia,1,14,Eng. Aeroespacial,1.0,,934,961,1.0,1.0,1.3020054543174677,130.20054543174678,130.20054543174678,-0.43814862211427225,0.4381486221142722,-57,57,877,1018,False,0,0,877,1018
8,2025-05-07 00:00:00,23h40,PAH,EET,13,15,Eng. Materiais,1.0,,1172,1088,1.0,1.0,1.0144129637732298,101.44129637732297,101.44129637732297,-0.6843139488696278,0.6843139488696278,-69,69,1103,1157,False,0,0,1103,1157
E1,2025-05-08 00:00:00,23h00,,Eng. Mecânica,18,14,Eng. Informática,,,1096,736,1.5,1.5,1.0254498997012387,153.8174849551858,153.8174849551858,0.03503573483198619,-0.03503573483198627,5,-5,1101,731,False,0,0,1101,731
E1,2025-05-08 00:00:00,23h20,,MTC,0,21,Biologia,,,1006,1023,1.5,1.5,1.4531984602822678,217.97976904234017,217.97976904234017,-0.4609358288549254,0.46093582885492534,-100,100,906,1123,False,0,0,906,1123
E1,2025-05-08 00:00:00,23h20,,EGI,10,8,EET,,,1016,1103,1.5,1.5,1.0225651825635729,153.38477738453594,153.38477738453594,0.6902524121551514,-0.6902524121551514,106,-106,1122,997,False,0,0,1122,997
E1,2025-05-08 00:00:00,23h40,,Eng. Materiais,13,9,TI,,,1157,784,1.5,1.5,1.037456949716378,155.6185424574567,155.6185424574567,0.03120553612747945,-0.031205536127479425,5,-5,1162,779,False,0,0,1162,779
E2,2025-05-09 00:00:00,23h00,,Eng. Mecânica,14,7,Biologia,,,1101,1123,1.5,1.5,1.0717734625362931,160.76601938044396,160.76601938044396,0.5504842586643159,-0.550484258664316,88,-88,1189,1035,False,0,0,1189,1035
E2,2025-05-09 00:00:00,23h20,,EGI,8,18,Eng. Materiais,,,1122,1162,1.5,1.5,1.0844717711976986,162.67076567965478,162.67076567965478,-0.4089244036850566,0.40892440368505667,-67,67,1055,1229,False,0,0,1055,1229
E3L,2025-05-09 00:00:00,23h20,,Biologia,5,12,EGI,,,1035,1055,0.75,0.75,1.091493425617897,81.86200692134227,81.86200692134227,-0.4540780772195163,0.4540780772195163,-37,37,998,1092,False,0,0,998,1092
E3,2025-05-09 00:00:00,23h40,,Eng. Mecânica,13,15,Eng. Materiais,,,1189,1229,1.5,1.5,1.0144129637732298,152.16194456598447,152.16194456598447,-0.4089244036850566,0.40892440368505667,-62,62,1127,1291,False,0,0,1127,1291
